hash,from,to,value,timeStamp,blockNumber,tokenSymbol,contractAddress,isError,gasPrice,gasUsed
AlphaHomora_10312,0xc12e1e375df111450331626319658eee047b632e,0x3fa73f1e5d8a792c80f426fc8f84fbf7ce9bbcac,0.353510328525156,1612613072,0,,,0,0,0
AlphaHomora_10313,0x22def8cf4e481417cb014d9dc64975ba12e3a184,0x99b0f79c19f15da20c68a14fcf6a34b79976d5b6,0.058,1612613072,0,,,0,0,0
AlphaHomora_10314,0xc12e1e375df111450331626319658eee047b632e,0x3fa73f1e5d8a792c80f426fc8f84fbf7ce9bbcac,0.2783901909506763,1612613171,0,,,0,0,0
AlphaHomora_10315,0xc465c0a16228ef6fe1bf29c04fdb04bb797fd537,0xd1c2c1eb4e3469f35769d7fb354fbd531b6e9c91,0.04,1612613247,0,,,0,0,0
AlphaHomora_10316,0xa65f2fe5ef9567bf29c811c4ebdea77ad56a1234,0x28af363f3c196a7a67dcb22c1cdff814e43f5971,0.1,1612613247,0,,,0,0,0
AlphaHomora_10317,0xc12e1e375df111450331626319658eee047b632e,0x3fa73f1e5d8a792c80f426fc8f84fbf7ce9bbcac,0.2420350895700411,1612613380,0,,,0,0,0
AlphaHomora_10318,0xa04cfe5d21bd98805fc43627bb372f769647f016,0x18916e1a2933cb349145a280473a5de8eb6630cb,0.041,1612613380,0,,,0,0,0
AlphaHomora_10319,0xdd3ece3ce66dcd3ab6d3700dbb32f111212c061c,0x35dcde5f5be0a4b0adefe02a95684410af2c0561,7.000000000000001,1612613482,0,,,0,0,0
AlphaHomora_10320,0xc12e1e375df111450331626319658eee047b632e,0x3fa73f1e5d8a792c80f426fc8f84fbf7ce9bbcac,0.1995419533268516,1612613740,0,,,0,0,0
AlphaHomora_10321,0xc12e1e375df111450331626319658eee047b632e,0x3fa73f1e5d8a792c80f426fc8f84fbf7ce9bbcac,0.1428955955049617,1612613995,0,,,0,0,0
AlphaHomora_10322,0x11dfc7ceeb0528a698c870eb88c24796c8308538,0xe32de836973578a1ec4ab7eabe0e05131215eedd,0.195,1612614850,0,,,0,0,0
AlphaHomora_10323,0x938b16d0b84a9f89df4f5eb100f35deed26d3f8b,0x93234e99bb7a4044abab8df855b6f259867bfb82,0.0158,1612614958,0,,,0,0,0
AlphaHomora_10324,0x221738f73fa4bfca91918e77d112b87d918c751f,0xa76d71e4564c7c920a46a2b6f5b5868d08a2a7d1,0.02949,1612616029,0,,,0,0,0
AlphaHomora_10325,0xac14864ce5a98af3248ffbf549441b04421247d3,0x47b093c50e6f5911240173919cfcd744b577989c,0.0407,1612616152,0,,,0,0,0
AlphaHomora_10326,0xdad7bd80cba604b85e9706e9769f38f71bfa1d59,0xa8133e856d461fc6b44d9a0a3d5c8d76673a70d9,0.0557,1612616923,0,,,0,0,0
AlphaHomora_10327,0xbd4dc0bd2786f176d39cc1b24de540e6b2f56da1,0x3cd5cd3e844ed69ac5903c74583005f11dfd48e0,5.6448811800000005,1612617616,0,,,0,0,0
AlphaHomora_10328,0xbc10c4f7b9fe0b305e8639b04c536633a3db7065,0xe1dba24d7a83b4f0b25df8f19dc94f90f201fdfa,0.0675261081511071,1612618215,0,,,0,0,0
AlphaHomora_10329,0xb21881cb4d31813a91a3da7663f6f2c056feffe7,0xe870b0c511df52ea2949a61adaf1311efa00c81b,0.0062575360787743,1612618789,0,,,0,0,0
AlphaHomora_10330,0x73d3acdffbe1f066b9cba32d6a94b2223b423360,0xe870b0c511df52ea2949a61adaf1311efa00c81b,0.5455355070000001,1612619000,0,,,0,0,0
AlphaHomora_10331,0xcf5fb2d414b549f07cbfc3e090c3a078e0289cc4,0x3c70f4faea49e50adc8305f2e1aa0ea326a54ffc,0.041,1612619457,0,,,0,0,0
AlphaHomora_10332,0x87e736f43d3664b033746f39e07845c850632959,0xc3987a2d88cb627aaeeab059f93f6f063816a236,0.34604282,1612620284,0,,,0,0,0
AlphaHomora_10333,0x8216874887415e2650d12d53ff53516f04a74fd7,0x121effb8160f7206444f5a57d13c7a4424a237a4,0.2,1612621110,0,,,0,0,0
AlphaHomora_10334,0x6aa0daf6c3d66651a50e7918e6e1fa9e024da1a7,0x80d5db3caadcb06e2139f9c85fbbf022bbdee180,0.03,1612621341,0,,,0,0,0
AlphaHomora_10335,0xb63cac384247597756545b500253ff8e607a8020,0x61176031135efe59300f1d513d3da6fb8f8a3533,0.0456,1612621949,0,,,0,0,0
AlphaHomora_10336,0x3818eff63418e0a0ba3980aba5ff388b029b6d90,0x86baa7d546e8754788ce91e457afb90a3227b301,0.046,1612622705,0,,,0,0,0
AlphaHomora_10337,0xf980150dfbc94d632ab08a9b1621ff33b380dd28,0xb2782fd5a3d55d83255217d941b0b0e082048ba9,0.295,1612623258,0,,,0,0,0
AlphaHomora_10338,0x87e736f43d3664b033746f39e07845c850632959,0x593b16df6f5e34edd72b5028b874e14acde5e60e,0.512,1612623258,0,,,0,0,0
AlphaHomora_10339,0x4e0924d3a751be199c426d52fb1f2337fa96f736,0x004f48812815726553ed6414613159c38c4d84b3,1.49234,1612623852,0,,,0,0,0
AlphaHomora_10340,0x16980c16811bde2b3358c1ce4341541a4c772ec9,0xfefafe50fee01f9526a318f2c532b683de847f12,0.02491,1612626189,0,,,0,0,0
AlphaHomora_10341,0x4c83a7f819a5c37d64b4c5a2f8238ea082fa1f4e,0x28af363f3c196a7a67dcb22c1cdff814e43f5971,0.02227284,1612627101,0,,,0,0,0
AlphaHomora_10342,0x6c2602dee1e95ae64de0b80ceb47f939813ceb2f,0x99b0f79c19f15da20c68a14fcf6a34b79976d5b6,0.08,1612627293,0,,,0,0,0
AlphaHomora_10343,0x16980c16811bde2b3358c1ce4341541a4c772ec9,0x941e3388b89b87e964b0ac414f25f48becd7a53e,0.01861,1612627641,0,,,0,0,0
AlphaHomora_10344,0x73d3acdffbe1f066b9cba32d6a94b2223b423360,0xa17a8883da1abd57c690df9ebf58fc194edab66f,19.99999456,1612628074,0,,,0,0,0
AlphaHomora_10345,0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,0x18916e1a2933cb349145a280473a5de8eb6630cb,0.057,1612628473,0,,,0,0,0
AlphaHomora_10346,0x1acf919ceb96f2e366aa33501e970a59589d732c,0x74e26aafb609f019118c3303ea0c35ec4a41f568,0.095,1612629113,0,,,0,0,0
AlphaHomora_10347,0x4b5ab61593a2401b1075b90c04cbcdd3f87ce011,0x84cef802ef92747b129d56d2e905c0e90d379ae0,0.08886255,1612629507,0,,,0,0,0
AlphaHomora_10348,0x11dfc7ceeb0528a698c870eb88c24796c8308538,0x004e56d16769dce86416f74a6ebf47d3d6303bc4,0.025,1612629740,0,,,0,0,0
AlphaHomora_10349,0xd24eab647eda5d88fc5182ddca6b6f04fa8ecf6c,0xa76d71e4564c7c920a46a2b6f5b5868d08a2a7d1,0.10831801,1612630232,0,,,0,0,0
AlphaHomora_10350,0xdc00ba87cc2d99468f7f34bc04cbf72e111a32f7,0xaa917217b5f290d1c18ffbdc545f7eb4dd2cfdca,0.49,1612630527,0,,,0,0,0
AlphaHomora_10351,0xfa56acc23d1d7d4118d403a152ef1cd3f6c24ead,0x84cef802ef92747b129d56d2e905c0e90d379ae0,0.02378167,1612630681,0,,,0,0,0
AlphaHomora_10352,0x20d1b558ef44a6e23d9bf4bf8db1653626e642c3,0xa8133e856d461fc6b44d9a0a3d5c8d76673a70d9,0.017,1612632948,0,,,0,0,0
AlphaHomora_10353,0x938b16d0b84a9f89df4f5eb100f35deed26d3f8b,0x1e49617100c62b304bfc5338b3f6c6865e0d7e69,0.0115,1612633471,0,,,0,0,0
AlphaHomora_10354,0x70e6cbe44835fdab80f0036467ce9f875ba45bb5,0x1e4c4b8c6b298fb4e2e638392d2410b92d87ab85,0.047,1612633847,0,,,0,0,0
AlphaHomora_10355,0xed279fdd11ca84beef15af5d39bb4d4bee23f0ca,0x84cef802ef92747b129d56d2e905c0e90d379ae0,0.854974,1612635298,0,,,0,0,0
AlphaHomora_10356,0x7f50786a0b15723d741727882ee99a0bf34e3466,0x9ad7a41e1a58dde1eaa3ae64f683bd3d9d6dafb9,0.109,1612636386,0,,,0,0,0
AlphaHomora_10357,0x1acf919ceb96f2e366aa33501e970a59589d732c,0xd7599a1a044fa544e335b08167ecc03bfcc3e971,4.560795870000001,1612637035,0,,,0,0,0
AlphaHomora_10358,0xf7b55c3732ad8b2c2da7c24f30a69f55c54fb717,0x3c70f4faea49e50adc8305f2e1aa0ea326a54ffc,0.02,1612637384,0,,,0,0,0
AlphaHomora_10359,0x932d63668d4bd01e5e323d383513431299a75708,0x1ff2ed7765b0e526d0e3cf2503cf69af057ade9d,0.4,1612638421,0,,,0,0,0
AlphaHomora_10360,0xaeef22ee12c658a35b9e8bd786b817a775b4e8e2,0xd21475b73da68207cf67741e3c0c76f5bf51b49f,0.5,1612638434,0,,,0,0,0
AlphaHomora_10361,0xfb8814d005c5f32874391e888da6eb2fe7a27902,0xc5cde1ddfd83b3da06b47b2c3455b002b7fffd79,2.6308790350532307,1612639341,0,,,0,0,0
AlphaHomora_10362,0x48ff31bbbd8ab553ebe7cbd84e1ea3dba8f54957,0x691e3cbb2a8f504fc650f21c9af6226051340559,0.0077784691972619,1612641477,0,,,0,0,0
AlphaHomora_10363,0xe55843a90672f7d8218285e51ee8ff8e233f35d5,0x0047d960a6a1c847efcdd9cfda3728cb46cc8426,0.045,1612642253,0,,,0,0,0
AlphaHomora_10364,0x1e3923a498de30ff8c5ac8bfab1de9afa58fde5d,0x61176031135efe59300f1d513d3da6fb8f8a3533,0.24845,1612642939,0,,,0,0,0
AlphaHomora_10365,0x2cfe0e7b0eff280d74c2f406c05511b9b7c72549,0x9ae6e4a96d38fe4e84502d40e9df0a393fc8ced4,3.0,1612643516,0,,,0,0,0
AlphaHomora_10366,0x2cfe0e7b0eff280d74c2f406c05511b9b7c72549,0x9ae6e4a96d38fe4e84502d40e9df0a393fc8ced4,0.9,1612645388,0,,,0,0,0
AlphaHomora_10367,0xc5102fe9359fd9a28f877a67e36b0f050d81a3cc,0x004f48812815726553ed6414613159c38c4d84b3,0.19,1612645412,0,,,0,0,0
AlphaHomora_10368,0xc12e1e375df111450331626319658eee047b632e,0x9ae6e4a96d38fe4e84502d40e9df0a393fc8ced4,2.8535695020269527,1612645466,0,,,0,0,0
AlphaHomora_10369,0x0c0bb3535e96b47c0e7a65befd1a11b7e13bcbeb,0x004b7e4dccd762fcbac0b64368909c7b9a682bf3,0.04784853,1612646220,0,,,0,0,0
AlphaHomora_10370,0x03e34b085c52985f6a5d27243f20c84bddc01db4,0x86db561fecfe21316b14ddb6a8d475f5737b4c38,0.29389463,1612646625,0,,,0,0,0
AlphaHomora_10371,0x3aa370aacf4cb08c7e1e7aa8e8ff9418d73c7e0f,0x7cf6a842e72c4bd7bc92e0c17ebdaa95ac1e7825,0.0986,1612647171,0,,,0,0,0
AlphaHomora_10372,0x3e40d73eb977dc6a537af587d48316fee66e9c8c,0xfefafe50fee01f9526a318f2c532b683de847f12,0.1,1612648610,0,,,0,0,0
AlphaHomora_10373,0x691e0e8f74bb35701b1c985f4ecb9a2c0e2f2575,0x18916e1a2933cb349145a280473a5de8eb6630cb,0.11,1612651227,0,,,0,0,0
AlphaHomora_10374,0x8df656e3c8c1b7b4eb10afc58c139af3abea1772,0x8798249c2e607446efb7ad49ec89dd1865ff4272,0.25,1612651783,0,,,0,0,0
AlphaHomora_10375,0xc7870abf8b0d927e40b96bc8125ed2644691b27e,0xdefd4c742f076458ebf1d03932f4ac0c9ad04e96,1.188745641147722,1612654556,0,,,0,0,0
AlphaHomora_10376,0xbebbff645d666445f39900f33201405e1cdaf130,0x004e56d16769dce86416f74a6ebf47d3d6303bc4,0.1839245046226279,1612656878,0,,,0,0,0
AlphaHomora_10377,0x039c546b3af33738ecb0e29f1f958b3c365d4ce1,0xa76d71e4564c7c920a46a2b6f5b5868d08a2a7d1,0.01938,1612662116,0,,,0,0,0
AlphaHomora_10378,0x938b16d0b84a9f89df4f5eb100f35deed26d3f8b,0x0000bf7f4e4b7fb2315fc6d5d0f8854c91dff1d8,0.023,1612662668,0,,,0,0,0
AlphaHomora_10379,0x92da0fb4e2ccadaa3085669d508ee71dc033cf8a,0x2fc6e9c1b2c07e18632efe51879415a580ad22e1,1.24412517,1612663832,0,,,0,0,0
AlphaHomora_10380,0x73d3acdffbe1f066b9cba32d6a94b2223b423360,0xa17a8883da1abd57c690df9ebf58fc194edab66f,19.80791584,1612664617,0,,,0,0,0
AlphaHomora_10381,0x9608010323ed882a38ede9211d7691102b4f0ba0,0x3189c2ba96c7643eb3e39a02ade92555c69b029e,0.6290313461726948,1612665325,0,,,0,0,0
AlphaHomora_10382,0xbf44c60307ba42e1044e7c78f3cfa6c3d6207e57,0xec52401a4924377220d387df2529ef76690bd698,0.0333,1612665630,0,,,0,0,0
AlphaHomora_10383,0x979acbeedec713848861a101da11a9060a94c21d,0x8798249c2e607446efb7ad49ec89dd1865ff4272,0.25,1612665800,0,,,0,0,0
AlphaHomora_10384,0xbf44c60307ba42e1044e7c78f3cfa6c3d6207e57,0xec52401a4924377220d387df2529ef76690bd698,0.0183,1612666224,0,,,0,0,0
AlphaHomora_10385,0xc0475317ad49b651d5993a4cbdcfe81300ea712c,0x1e4c4b8c6b298fb4e2e638392d2410b92d87ab85,0.028,1612668135,0,,,0,0,0
AlphaHomora_10386,0xd9a04c14c31be4f764b111d0b147bb332fbc2fbc,0x948a452fc957865cd5939d4ab285b9d486c1752e,0.037,1612668417,0,,,0,0,0
AlphaHomora_10387,0xde386795f40e96f5149abd7f5393af666d6cd048,0xa8133e856d461fc6b44d9a0a3d5c8d76673a70d9,0.06,1612672856,0,,,0,0,0
AlphaHomora_10388,0x938b16d0b84a9f89df4f5eb100f35deed26d3f8b,0x6cb3797b0eb2fcc4d225112bc7106f6a5353490b,0.0097,1612675764,0,,,0,0,0
AlphaHomora_10389,0x6f017b8f733fd6aacbfb886156db1f164f3d6a22,0xe8456db5ccaaffde63916114931fb0915bee8c3b,0.01,1612675904,0,,,0,0,0
AlphaHomora_10390,0x40f0715f400bdffd1f09923baa36a576d8956afa,0x3a7b38ca298fd44f65d39c0aa7b2bbac84590d77,0.04,1612676108,0,,,0,0,0
AlphaHomora_10391,0x9e4ca8e4391d70fe1015e7e1d8633f6c89833b43,0x1e4c4b8c6b298fb4e2e638392d2410b92d87ab85,0.123,1612676497,0,,,0,0,0
AlphaHomora_10392,0x222f4ee3b1ffab798a62745bc4ff4179de191d21,0x58c58ee41f9a03634e43edabbc95566b975598e5,0.095,1612676578,0,,,0,0,0
AlphaHomora_10393,0x355832147161eed3c5a9473ba4d920f81055c4e9,0x07a7218e105541fbc2ba0b3b66fc91c145335bfd,0.25,1612676996,0,,,0,0,0
AlphaHomora_10394,0x938b16d0b84a9f89df4f5eb100f35deed26d3f8b,0x6cb3797b0eb2fcc4d225112bc7106f6a5353490b,0.0105,1612677757,0,,,0,0,0
AlphaHomora_10395,0x938b16d0b84a9f89df4f5eb100f35deed26d3f8b,0xb8df355fab67991ffc8e4549a14c1ea43f930ce3,0.0092,1612679394,0,,,0,0,0
AlphaHomora_10396,0xd7c16df0d98e91626a59dc7caf6b2f45043622b3,0x9ad7a41e1a58dde1eaa3ae64f683bd3d9d6dafb9,0.01679,1612679407,0,,,0,0,0
AlphaHomora_10397,0x2064c38bd0a8a3371e35f2c8b50c4fa0c1a8e67b,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0.0017771773299105,1612679911,0,,,0,0,0
AlphaHomora_10398,0x0bb94c79dee617370a305e3bba521207b76bbd26,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0.3565152,1612680133,0,,,0,0,0
AlphaHomora_10399,0x938b16d0b84a9f89df4f5eb100f35deed26d3f8b,0xb8df355fab67991ffc8e4549a14c1ea43f930ce3,0.0096,1612680841,0,,,0,0,0
AlphaHomora_10400,0x33ad7cb8f366f3e94432105e99eb239cfe8b04a5,0xe3c06c229dfe1d8580c4982b9ba6df6084e2b332,0.0060052160787743,1612680959,0,,,0,0,0
AlphaHomora_10401,0x73d3acdffbe1f066b9cba32d6a94b2223b423360,0xe3c06c229dfe1d8580c4982b9ba6df6084e2b332,0.35750592,1612681057,0,,,0,0,0
AlphaHomora_10402,0x4a7fee43cde51c82e5762dfbf2bf46872c9832fe,0xf5d46cb68ccfec17e4f9c1d4ede5a526f6364b17,0.01420848022524,1612681189,0,,,0,0,0
AlphaHomora_10403,0x3c65c416802d33757e04fd3610eb0eb6669e7303,0x1ff2ed7765b0e526d0e3cf2503cf69af057ade9d,0.1,1612682177,0,,,0,0,0
AlphaHomora_10404,0x7c710daca4044c76fadb0fc8d5ddf6d8e1b17793,0x6bdee1eb0577bb7dbebe5a78033323e48cb9423f,0.05,1612682289,0,,,0,0,0
AlphaHomora_10405,0xaf3605040cb998ed48c4ccec0d65132a688ed28b,0x07a7218e105541fbc2ba0b3b66fc91c145335bfd,0.25,1612682646,0,,,0,0,0
AlphaHomora_10406,0x9ab23a07c0329a0b3e1ee0e33e0f7dfeff1a559c,0x867669c93c14c5e5cf4d84c527d9dfc12391af4e,0.30000029,1612684581,0,,,0,0,0
AlphaHomora_10407,0x4a7fee43cde51c82e5762dfbf2bf46872c9832fe,0x709c13074ed89a5d8efe996b4f1e2315d833f431,0.014652,1612684785,0,,,0,0,0
AlphaHomora_10408,0xa39010466e66d1b934d10c277df3eae350ef4d1c,0x3b9332d085c753194b93c6ddcb532a82da029c63,7.27844509994345,1612685401,0,,,0,0,0
AlphaHomora_10409,0x15075ffb391f4906ff21a01e39397b14ef772b91,0x004f48812815726553ed6414613159c38c4d84b3,0.15,1612685889,0,,,0,0,0
AlphaHomora_10410,0x4046ff6dbfa57c79c4f5b372454e52a01f010109,0x004b7e4dccd762fcbac0b64368909c7b9a682bf3,0.025,1612686860,0,,,0,0,0
AlphaHomora_10411,0x9b78617bbcacef15106c0bd9d3207199d89db897,0xe563bb4cd56c1d08caad806508484c13d8020cd1,0.01,1612687612,0,,,0,0,0
AlphaHomora_10412,0x039db22e028e66d4889726ce42ec4dd0cbb70bcc,0xfefafe50fee01f9526a318f2c532b683de847f12,0.2,1612687929,0,,,0,0,0
AlphaHomora_10413,0x7c2dafead59c956bbacb1a53a0dfb6401e71b3c2,0x9ce1609d1fd1f249e7005cfdbc8c7e26f5e7349e,0.0040106278377,1612688296,0,,,0,0,0
AlphaHomora_10414,0xaeb747ddb73880195af04c3aac5f69b4e32f26d5,0x28af363f3c196a7a67dcb22c1cdff814e43f5971,0.0454,1612688582,0,,,0,0,0
AlphaHomora_10415,0xcf3f9836374765e0edd37c3f3827d4e4fbcff83e,0x2d5c570645f1d76526850994d10802c634a35969,0.5,1612688653,0,,,0,0,0
AlphaHomora_10416,0x03af8b26d2a87384e5adab056316d360a8a18070,0x941e3388b89b87e964b0ac414f25f48becd7a53e,0.10727216,1612688922,0,,,0,0,0
AlphaHomora_10417,0xcf3f9836374765e0edd37c3f3827d4e4fbcff83e,0x2d5c570645f1d76526850994d10802c634a35969,18.67292364554645,1612689788,0,,,0,0,0
AlphaHomora_10418,0x0e767126869fe12dbbc46b8487fe55b7242331c6,0x74e26aafb609f019118c3303ea0c35ec4a41f568,0.111,1612690452,0,,,0,0,0
AlphaHomora_10419,0x473f2bae6ea16a1314d24fcb4f3adef428398d67,0xe32de836973578a1ec4ab7eabe0e05131215eedd,0.1,1612690633,0,,,0,0,0
AlphaHomora_10420,0xcac9fab91c3f616c0add0bfc9576aa1b297d0143,0x004e56d16769dce86416f74a6ebf47d3d6303bc4,0.05,1612690667,0,,,0,0,0
AlphaHomora_10421,0x914d8f727d638543d740f8ae4095a1d2af8aee74,0x47b093c50e6f5911240173919cfcd744b577989c,0.05,1612691736,0,,,0,0,0
AlphaHomora_10422,0x5c7462ef4e871dcb12326bb9c590806cf5721750,0xa8133e856d461fc6b44d9a0a3d5c8d76673a70d9,0.05,1612692143,0,,,0,0,0
AlphaHomora_10423,0x1a0009c9a63436882bf8d3202950c4d7a2b2f014,0x58c58ee41f9a03634e43edabbc95566b975598e5,0.11,1612692762,0,,,0,0,0
AlphaHomora_10424,0x11dfc7ceeb0528a698c870eb88c24796c8308538,0x43ae24960e5534731fc831386c07755a2dc33d47,0.095,1612692770,0,,,0,0,0
AlphaHomora_10425,0x0bb94c79dee617370a305e3bba521207b76bbd26,0xac0bf1a0584c50648fdf93fd43090fa3f8220976,0.5122523052000001,1612693183,0,,,0,0,0
AlphaHomora_10426,0xe71e1d0e7b311fe80a17378825685d5c612538a6,0x9ad7a41e1a58dde1eaa3ae64f683bd3d9d6dafb9,0.1,1612693932,0,,,0,0,0
AlphaHomora_10427,0xbf44c60307ba42e1044e7c78f3cfa6c3d6207e57,0x2ba9ba23e3a89746dd59b2ee0ba691c2ecba1752,1.22865,1612694598,0,,,0,0,0
AlphaHomora_10428,0x4a7fee43cde51c82e5762dfbf2bf46872c9832fe,0x147a95fa1cceccc20b341824952106cb0ee1eded,0.016236,1612696967,0,,,0,0,0
AlphaHomora_10429,0xbf44c60307ba42e1044e7c78f3cfa6c3d6207e57,0x2ba9ba23e3a89746dd59b2ee0ba691c2ecba1752,0.40499,1612697419,0,,,0,0,0
AlphaHomora_10430,0x03c74b78c4052776475d330cf39b6f4958f2005e,0x0047d960a6a1c847efcdd9cfda3728cb46cc8426,0.0214,1612697799,0,,,0,0,0
AlphaHomora_10431,0x6fa962b86c743d44b9cf7213c49f3c4556efc34b,0x61176031135efe59300f1d513d3da6fb8f8a3533,0.0492,1612698272,0,,,0,0,0
AlphaHomora_10432,0x24d88d720e66a4d01d11874055ffc73663aaeddf,0x004f48812815726553ed6414613159c38c4d84b3,0.048,1612699345,0,,,0,0,0
AlphaHomora_10433,0xe1dba24d7a83b4f0b25df8f19dc94f90f201fdfa,0x20dcaf3bd9546c677456c0a201e4e2fa3ea33c37,2.00735301,1612699699,0,,,0,0,0
AlphaHomora_10434,0x1faa9ea5443c361825a7f04f0601052c68f8fb9c,0x15adeb0ad96bc8c9c579cfc2149516413649fcca,0.03,1612700077,0,,,0,0,0
AlphaHomora_10435,0x03d66cd9322e7fd05c378debb71366b6b716ae07,0x004b7e4dccd762fcbac0b64368909c7b9a682bf3,0.1273,1612700078,0,,,0,0,0
AlphaHomora_10436,0xb74bbb60a3b40b47c43bbde09cd6012e80a1dba9,0xe563bb4cd56c1d08caad806508484c13d8020cd1,0.27,1612700757,0,,,0,0,0
AlphaHomora_10437,0x790b42c2acfc2e112561807e40898253f1cf4d8d,0xfefafe50fee01f9526a318f2c532b683de847f12,0.097,1612701275,0,,,0,0,0
AlphaHomora_10438,0xd0a52495447563a528cb8a160b552fc81c709e73,0xea28757fceefcad5852462f8e3555214576b3603,0.1,1612702221,0,,,0,0,0
AlphaHomora_10439,0xd0a52495447563a528cb8a160b552fc81c709e73,0xea28757fceefcad5852462f8e3555214576b3603,0.2,1612702269,0,,,0,0,0
AlphaHomora_10440,0xd4c4e8a8879101192d7045f074dbb18f5bb6d1e0,0x99b0f79c19f15da20c68a14fcf6a34b79976d5b6,0.15,1612702673,0,,,0,0,0
AlphaHomora_10441,0x1faa9ea5443c361825a7f04f0601052c68f8fb9c,0x15adeb0ad96bc8c9c579cfc2149516413649fcca,0.006,1612702741,0,,,0,0,0
AlphaHomora_10442,0x4a7fee43cde51c82e5762dfbf2bf46872c9832fe,0xcb20e7f8e3ba6cd0ae6d11be9d77efc1aaef6d60,0.015444,1612702807,0,,,0,0,0
AlphaHomora_10443,0x4d0f110a6610340260bf14c7646b21ca92922a2a,0x941e3388b89b87e964b0ac414f25f48becd7a53e,0.0169,1612702807,0,,,0,0,0
AlphaHomora_10444,0x4a7fee43cde51c82e5762dfbf2bf46872c9832fe,0xcb20e7f8e3ba6cd0ae6d11be9d77efc1aaef6d60,0.069498,1612702851,0,,,0,0,0
AlphaHomora_10445,0x4a7fee43cde51c82e5762dfbf2bf46872c9832fe,0x00bd256b2730fe6e9d523209919b83b806290a3a,0.016368,1612703995,0,,,0,0,0
AlphaHomora_10446,0xda381b84c6a282afd6762cb4bfe4a95f0ba53d93,0x47b093c50e6f5911240173919cfcd744b577989c,0.5,1612705374,0,,,0,0,0
AlphaHomora_10447,0x4bac82a1c45136ca154a7e007c195aadc2c32fd9,0x74e26aafb609f019118c3303ea0c35ec4a41f568,0.0482,1612706272,0,,,0,0,0
AlphaHomora_10448,0x73d3acdffbe1f066b9cba32d6a94b2223b423360,0xa17a8883da1abd57c690df9ebf58fc194edab66f,29.9999798,1612706885,0,,,0,0,0
AlphaHomora_10449,0x29172aa32f15da93cff92f2134dc7494e5eb70c8,0x47b093c50e6f5911240173919cfcd744b577989c,0.098,1612707139,0,,,0,0,0
AlphaHomora_10450,0x1acf919ceb96f2e366aa33501e970a59589d732c,0xa76d71e4564c7c920a46a2b6f5b5868d08a2a7d1,0.2,1612707271,0,,,0,0,0
AlphaHomora_10451,0xf5f905c0b5bbb378c0533b9f56be071e6d39de3e,0xe1dba24d7a83b4f0b25df8f19dc94f90f201fdfa,0.01182,1612709102,0,,,0,0,0
AlphaHomora_10452,0x48c04ed5691981c42154c6167398f95e8f38a7ff,0x9ad7a41e1a58dde1eaa3ae64f683bd3d9d6dafb9,0.0481,1612709576,0,,,0,0,0
AlphaHomora_10453,0x03e14fc8b4e81b9297f071b0b4747959d6d0de23,0x58c58ee41f9a03634e43edabbc95566b975598e5,0.08,1612709591,0,,,0,0,0
AlphaHomora_10454,0x8597fa0773888107e2867d36dd87fe5bafeab328,0x3c70f4faea49e50adc8305f2e1aa0ea326a54ffc,0.08,1612709880,0,,,0,0,0
AlphaHomora_10455,0xe1dba24d7a83b4f0b25df8f19dc94f90f201fdfa,0x541ceeded157f6590befa1b6a34ab87beda66aa7,1.0,1612710167,0,,,0,0,0
AlphaHomora_10456,0x73d3acdffbe1f066b9cba32d6a94b2223b423360,0xa17a8883da1abd57c690df9ebf58fc194edab66f,39.99993980000001,1612711363,0,,,0,0,0
AlphaHomora_10457,0xe78388b4ce79068e89bf8aa7f218ef6b9ab0e9d0,0xff2ba16fd74389907f4e9ad808ef6c6b25e7e5c5,0.5747,1612711849,0,,,0,0,0
AlphaHomora_10458,0x97c4adc5d28a86f9470c70dd91dc6cc2f20d2d4d,0x80d5db3caadcb06e2139f9c85fbbf022bbdee180,0.01,1612712542,0,,,0,0,0
AlphaHomora_10459,0x087143ddec7e00028aa0e446f486eab8071b1f53,0x121effb8160f7206444f5a57d13c7a4424a237a4,1.5,1612712845,0,,,0,0,0
AlphaHomora_10460,0x02cf1ae53286b7a11028711f808ddefb765622c2,0x61176031135efe59300f1d513d3da6fb8f8a3533,0.07174,1612714183,0,,,0,0,0
AlphaHomora_10461,0x8597fa0773888107e2867d36dd87fe5bafeab328,0x86baa7d546e8754788ce91e457afb90a3227b301,0.1,1612715056,0,,,0,0,0
AlphaHomora_10462,0x0ad3d1281363c88796853fe3568bef497c691630,0x0e86e6c974295a06562d89543d41cf573ea5beaa,0.2704467,1612715111,0,,,0,0,0
AlphaHomora_10463,0x8e60d469a94e1be77668e8c9c55c498701870762,0xc680ce35a4ea25449581dc30ab3751c2299e24a1,0.0345,1612716090,0,,,0,0,0
AlphaHomora_10464,0xca76543cf381ebbb277be79574059e32108e3e65,0xfefafe50fee01f9526a318f2c532b683de847f12,0.047,1612717649,0,,,0,0,0
AlphaHomora_10465,0x879b843868da248b1f2f53b4f8cc6e17e7e8b949,0x941e3388b89b87e964b0ac414f25f48becd7a53e,0.29,1612718037,0,,,0,0,0
AlphaHomora_10466,0x222f4ee3b1ffab798a62745bc4ff4179de191d21,0x004b7e4dccd762fcbac0b64368909c7b9a682bf3,0.285,1612718392,0,,,0,0,0
